Channel 0
0.0536955334, 0.2303917706, 0.6885634661, 0.0000000000
0.0000000000, 0.3943133354, 0.4771882296, 0.0000000000
0.0000000000, 0.2903686166, 0.0000000000, 0.0974561274
0.0376122333, 0.1371615529, 0.0000000000, 0.1242359728

Channel 1
0.0768500194, 0.0000000000, 0.3899721503, 0.0875781104
0.0808726326, 0.2601906657, 0.4985122383, 0.0000000000
0.0000000000, 0.5456657410, 0.4913046062, 0.0722976774
0.0000000000, 0.3492200375, 0.0407522023, 0.0336364731

Channel 2
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0407935344
0.0000000000, 0.1965553313, 0.0000000000, 0.0089000575

Channel 3
0.0353282318, 0.0000000000, 0.0096616670, 0.0000000000
0.0254730135, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0612422600, 0.0000000000, 0.0726225078

Channel 4
0.0000000000, 1.2176462412, 1.9725989103, 0.0000000000
0.0000000000, 2.2965333462, 1.5836509466, 0.0000000000
0.0000000000, 2.4159426689, 0.0000000000, 0.0000000000
0.5273283124, 2.2189207077, 0.0000000000, 0.0000000000

Channel 5
0.0424887873, 0.0000000000, 0.1442339122, 0.2544699609
0.0000000000, 0.0000000000, 0.3023256660, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0006643012, 0.0536376312

Channel 6
0.0000000000, 0.0000000000, 0.0000000000, 1.2419015169
0.0000000000, 0.1017029583, 1.0636458397, 0.7106243968
0.0000000000, 0.0000000000, 1.3005100489, 0.0000000000
0.0000000000, 0.0000000000, 0.8748228550, 0.0000000000

Channel 7
0.3099384904, 0.7300994396, 0.0000000000, 0.0000000000
0.7287092805, 0.2470907569, 0.0000000000, 0.0000000000
0.6111015677, 0.0000000000, 0.0000000000, 0.0953842700
0.5836793184, 0.0000000000, 0.0000000000, 0.1984238029

Channel 8
0.0000000000, 0.0000000000, 0.0000000000, 0.0193390083
0.0000000000, 0.0000000000, 0.1563021541, 0.0079549011
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000

Channel 9
0.0000000000, 0.0000000000, 1.3774236441, 0.2945872247
0.0000000000, 0.4561893642, 1.8195929527, 0.0000000000
0.0000000000, 1.7281091213, 1.5654666424, 0.0000000000
0.0000000000, 1.7212816477, 0.6884518862, 0.0000000000

Channel 10
0.0000000000, 0.0000000000, 0.1093646511, 0.3679025769
0.0000000000, 0.0000000000, 0.2618173063, 0.0000000000
0.0000000000, 0.0000000000, 0.1655893773, 0.0000000000
0.1727846414, 0.1392445862, 0.5030746460, 0.0000000000

Channel 11
0.0214423575, 0.0000000000, 0.4279788733, 0.4540245235
0.0344678164, 0.0000000000, 0.1283283234, 0.5456032157
0.0000000000, 0.0000000000, 0.6997099519, 0.6737431288
0.0000000000, 0.0000000000, 0.2017706335, 0.5467640758

Channel 12
0.0000000000, 0.2080124170, 0.5542469621, 0.2139418572
0.1040716916, 0.3760049641, 0.7026161551, 0.2380189747
0.4288467169, 0.7110975385, 0.0000000000, 0.2726712525
0.7384033799, 1.1780189276, 0.3287878036, 0.0000000000

Channel 13
0.0984411091, 0.0000000000, 1.8258595467, 0.7273598909
0.0415459312, 0.0000000000, 1.8543440104, 0.0000000000
0.1021230668, 0.8066111803, 1.8397308588, 0.0000000000
0.0000000000, 1.2653857470, 0.6042925715, 0.0000000000

Channel 14
0.0000000000, 0.0000000000, 0.2317938805, 0.1565750241
0.0000000000, 0.4738116562, 0.0000000000, 0.0117050800
0.0000000000, 0.3623451591, 0.1070811972, 0.0000000000
0.4746172130, 0.8444688320, 0.1542953402, 0.0000000000

Channel 15
0.0647259280, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.2278334200, 0.0000000000
0.0000000000, 0.0000000000, 0.3736658990, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0201927312

