Channel 0
0.0536955334, 0.0000000000, 0.0000000000, 0.2303917706, 0.6885634661, 0.4220694900, 0.0000000000, 0.0000000000
0.0448834673, 0.0000000000, 0.0000000000, 0.1277056932, 0.4163172543, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.3943133354, 0.4771882296, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.3423779011, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.2903686166, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.1432178020, 0.2561269104, 0.0000000000, 0.0000000000, 0.0000000000, 0.0974561274
0.0000000000, 0.0000000000, 0.1371615529, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.1242359728
0.0376122333, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0612552352

Channel 1
0.0635490492, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0614269525, 0.0875781104, 0.0000000000
0.0768500194, 0.0000000000, 0.0000000000, 0.0000000000, 0.3128265440, 0.3899721503, 0.0000000000, 0.0000000000
0.0808726326, 0.0000000000, 0.0000000000, 0.0000000000, 0.4985122383, 0.3034996986, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.2601906657, 0.3086073399, 0.1862540841, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.3438946009, 0.4549911916, 0.0000000000, 0.0000000000, 0.0722976774
0.0000000000, 0.0000000000, 0.0000000000, 0.5456657410, 0.4913046062, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0421488434, 0.2516782582, 0.0407522023, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.3492200375, 0.0359573811, 0.0000000000, 0.0000000000, 0.0000000000, 0.0336364731

Channel 2
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0407935344
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0089000575, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.1965553313, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000

Channel 3
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0353282318, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0096616670, 0.0000000000, 0.0000000000
0.0254730135, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0612422600, 0.0000000000, 0.0000000000, 0.0000000000, 0.0440784022, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0726225078, 0.0000000000

Channel 4
0.0000000000, 0.0000000000, 0.0000000000, 0.5768105984, 1.8394120932, 0.5640800595, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 1.2176462412, 1.9725989103, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.0000000000, 1.7377444506, 1.5836509466, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 0.5836992860, 2.2965333462, 0.9462577701, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 1.4542255402, 2.4159426689, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 1.9250044823, 2.0587315559, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
0.0000000000, 0.0000000000, 2.2189207077, 1.3615750074, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
